2025-06-13 04:50:54,671 - INFO - Dataset: BME
2025-06-13 04:50:54,672 - INFO - Loading and normalizing train/test data...
2025-06-13 04:50:55,025 - INFO - Starting hyperparameter optimization...
2025-06-13 05:21:38,957 - INFO - Trial 181 accuracy: 0.8333
2025-06-13 05:21:38,999 - INFO - Trial 182: w=18, lambda=0.1224
2025-06-13 05:21:46,874 - INFO - Trial 182 accuracy: 0.8333
2025-06-13 05:21:46,993 - INFO - Trial 183: w=20, lambda=0.0394
2025-06-13 05:22:01,068 - INFO - Trial 183 accuracy: 0.8000
2025-06-13 05:22:01,165 - INFO - Trial 184: w=16, lambda=0.1506
2025-06-13 05:22:09,875 - INFO - Trial 184 accuracy: 0.8333
2025-06-13 05:22:09,922 - INFO - Trial 185: w=16, lambda=0.0674
2025-06-13 05:22:20,290 - INFO - Trial 185 accuracy: 0.8333
2025-06-13 05:22:20,329 - INFO - Trial 186: w=14, lambda=0.0927
2025-06-13 05:22:30,501 - INFO - Trial 186 accuracy: 0.8333
2025-06-13 05:22:30,538 - INFO - Trial 187: w=23, lambda=0.0470
2025-06-13 05:22:43,476 - INFO - Trial 187 accuracy: 0.8000
2025-06-13 05:22:43,516 - INFO - Trial 188: w=28, lambda=0.1904
2025-06-13 05:22:47,434 - INFO - Trial 188 accuracy: 0.8000
2025-06-13 05:22:47,469 - INFO - Trial 189: w=17, lambda=0.2617
2025-06-13 05:22:52,585 - INFO - Trial 189 accuracy: 0.7667
2025-06-13 05:22:52,624 - INFO - Trial 190: w=18, lambda=0.0278
2025-06-13 05:23:06,051 - INFO - Trial 190 accuracy: 0.8333
2025-06-13 05:23:06,093 - INFO - Trial 191: w=12, lambda=0.4048
2025-06-13 05:23:13,385 - INFO - Trial 191 accuracy: 0.7667
2025-06-13 05:23:13,420 - INFO - Trial 192: w=15, lambda=0.1406
2025-06-13 05:23:22,169 - INFO - Trial 192 accuracy: 0.8333
2025-06-13 05:23:22,218 - INFO - Trial 193: w=13, lambda=0.1841
2025-06-13 05:23:30,958 - INFO - Trial 193 accuracy: 0.8000
2025-06-13 05:23:31,000 - INFO - Trial 194: w=11, lambda=0.1111
2025-06-13 05:23:43,097 - INFO - Trial 194 accuracy: 0.8333
2025-06-13 05:23:43,134 - INFO - Trial 195: w=9, lambda=0.0617
2025-06-13 05:23:59,576 - INFO - Trial 195 accuracy: 0.8333
2025-06-13 05:23:59,626 - INFO - Trial 196: w=14, lambda=0.0754
2025-06-13 05:24:10,287 - INFO - Trial 196 accuracy: 0.8333
2025-06-13 05:24:10,342 - INFO - Trial 197: w=10, lambda=0.2945
2025-06-13 05:24:20,747 - INFO - Trial 197 accuracy: 0.7667
2025-06-13 05:24:20,781 - INFO - Trial 198: w=17, lambda=0.0407
2025-06-13 05:24:33,062 - INFO - Trial 198 accuracy: 0.8333
2025-06-13 05:24:33,097 - INFO - Trial 199: w=7, lambda=0.1662
2025-06-13 05:24:51,624 - INFO - Trial 199 accuracy: 0.8000
2025-06-13 05:24:51,642 - INFO - Best params (train): w=17, lambda=0.1090, train_acc=0.8333
2025-06-13 05:24:51,642 - INFO - Computing final train-train distance matrix…
2025-06-13 05:24:59,727 - INFO - Computing test-train distances and predicting…
2025-06-13 05:26:21,261 - INFO - Test accuracy: 0.7933
2025-06-13 05:26:21,262 - INFO - Inference time (s): 81.5340
