2025-06-13 05:26:27,830 - INFO - Dataset: Coffee
2025-06-13 05:26:27,831 - INFO - Loading and normalizing train/test data...
2025-06-13 05:26:28,311 - INFO - Starting hyperparameter optimization...
2025-06-13 06:28:28,702 - INFO - Trial 181 accuracy: 1.0000
2025-06-13 06:28:28,761 - INFO - Trial 182: w=4, lambda=0.4360
2025-06-13 06:28:52,519 - INFO - Trial 182 accuracy: 1.0000
2025-06-13 06:28:52,608 - INFO - Trial 183: w=8, lambda=0.3037
2025-06-13 06:29:15,997 - INFO - Trial 183 accuracy: 1.0000
2025-06-13 06:29:16,031 - INFO - Trial 184: w=3, lambda=0.1969
2025-06-13 06:29:39,445 - INFO - Trial 184 accuracy: 1.0000
2025-06-13 06:29:39,485 - INFO - Trial 185: w=12, lambda=0.0123
2025-06-13 06:30:02,436 - INFO - Trial 185 accuracy: 1.0000
2025-06-13 06:30:02,479 - INFO - Trial 186: w=7, lambda=0.8084
2025-06-13 06:30:25,846 - INFO - Trial 186 accuracy: 1.0000
2025-06-13 06:30:25,881 - INFO - Trial 187: w=1, lambda=0.1392
2025-06-13 06:30:49,624 - INFO - Trial 187 accuracy: 1.0000
2025-06-13 06:30:49,737 - INFO - Trial 188: w=25, lambda=0.0769
2025-06-13 06:31:13,765 - INFO - Trial 188 accuracy: 0.9286
2025-06-13 06:31:13,831 - INFO - Trial 189: w=10, lambda=0.0897
2025-06-13 06:31:37,285 - INFO - Trial 189 accuracy: 1.0000
2025-06-13 06:31:37,327 - INFO - Trial 190: w=15, lambda=0.0172
2025-06-13 06:32:00,942 - INFO - Trial 190 accuracy: 1.0000
2025-06-13 06:32:01,026 - INFO - Trial 191: w=13, lambda=0.0315
2025-06-13 06:32:24,500 - INFO - Trial 191 accuracy: 1.0000
2025-06-13 06:32:24,559 - INFO - Trial 192: w=5, lambda=0.0381
2025-06-13 06:32:47,895 - INFO - Trial 192 accuracy: 1.0000
2025-06-13 06:32:47,944 - INFO - Trial 193: w=9, lambda=0.0085
2025-06-13 06:33:05,210 - INFO - Trial 193 accuracy: 0.7857
2025-06-13 06:33:05,249 - INFO - Trial 194: w=6, lambda=0.0567
2025-06-13 06:33:28,586 - INFO - Trial 194 accuracy: 1.0000
2025-06-13 06:33:28,623 - INFO - Trial 195: w=18, lambda=0.0238
2025-06-13 06:33:52,019 - INFO - Trial 195 accuracy: 1.0000
2025-06-13 06:33:52,060 - INFO - Trial 196: w=12, lambda=0.0467
2025-06-13 06:34:15,361 - INFO - Trial 196 accuracy: 1.0000
2025-06-13 06:34:15,413 - INFO - Trial 197: w=4, lambda=0.0686
2025-06-13 06:34:38,899 - INFO - Trial 197 accuracy: 1.0000
2025-06-13 06:34:38,944 - INFO - Trial 198: w=9, lambda=0.0188
2025-06-13 06:35:02,325 - INFO - Trial 198 accuracy: 1.0000
2025-06-13 06:35:02,372 - INFO - Trial 199: w=15, lambda=0.1093
2025-06-13 06:35:25,811 - INFO - Trial 199 accuracy: 1.0000
2025-06-13 06:35:25,834 - INFO - Best params (train): w=4, lambda=0.0845, train_acc=1.0000
2025-06-13 06:35:25,835 - INFO - Computing final train-train distance matrix…
2025-06-13 06:35:49,266 - INFO - Computing test-train distances and predicting…
2025-06-13 06:36:37,593 - INFO - Test accuracy: 0.9643
2025-06-13 06:36:37,595 - INFO - Inference time (s): 48.3270
